organism,ID_link,CSPA category,UP_Protein_name,UP_entry_name,CD,ENTREZ_gene_ID,ENTREZ gene symbol,protein probability,count detection in different cell types,Phobius TM predicted yes/no,# predicted TM domains,GPI,UniProt cell surface
Mouse,Q9JJR8,1 - high confidence,Transmembrane protein 9B,TMM9B_MOUSE,no,56786,Tmem9b,0.9929,6,1,1,0,yes
Mouse,P55144,1 - high confidence,Tyrosine-protein kinase receptor TYRO3,TYRO3_MOUSE,no,22174,Tyro3,0.9925,13,1,1,0,yes
Mouse,P70193,1 - high confidence,Leucine-rich repeats and immunoglobulin-like domains protein 1,LRIG1_MOUSE,no,16206,Lrig1,0.9924,7,1,1,0,yes
Mouse,B0V2N1,1 - high confidence,Receptor-type tyrosine-protein phosphatase S,PTPRS_MOUSE,no,19280,Ptprs,0.9922,9,1,1,0,yes
Mouse,P20826,1 - high confidence,Kit ligand,SCF_MOUSE,no,17311,Kitlg,0.9922,1,1,1,0,yes
Mouse,P55288,1 - high confidence,Cadherin-11,CAD11_MOUSE,no,12552,Cdh11,0.9922,2,1,1,0,yes
Mouse,Q80XU8,1 - high confidence,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,LRFN4_MOUSE,no,225875,Lrfn4,0.9922,2,1,1,0,yes
Mouse,Q8BR86,1 - high confidence,Kin of IRRE-like protein 3,KIRR3_MOUSE,no,67703,Kirrel3,0.9922,2,1,1,0,yes
Mouse,Q9EQD0,1 - high confidence,Frizzled-5,FZD5_MOUSE,no,14367,Fzd5,0.9921,1,1,7,0,yes
Mouse,Q8BHE4,1 - high confidence,Transmembrane protein 108,TM108_MOUSE,no,81907,Tmem108,0.992,3,1,1,0,yes
Mouse,O35516,1 - high confidence,Neurogenic locus notch homolog protein 2,NOTC2_MOUSE,no,18129,Notch2,0.9914,2,1,1,0,yes
Mouse,Q9ER65,1 - high confidence,Calsyntenin-2,CSTN2_MOUSE,no,64085,Clstn2,0.9914,1,1,1,0,yes
Mouse,Q8CI85,1 - high confidence,Carbonic anhydrase 12,CAH12_MOUSE,no,76459,Ca12,0.9912,1,1,1,0,yes
Mouse,P35802,1 - high confidence,Neuronal membrane glycoprotein M6-a,GPM6A_MOUSE,no,234267,Gpm6a,0.991,4,1,4,0,yes
Mouse,A2ARA8,1 - high confidence,Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain],ITA8_MOUSE,no,241226,Itga8,0.9906,1,1,1,0,yes
Mouse,Q8VCJ6,1 - high confidence,Mas-related G-protein coupled receptor member F,MRGRF_MOUSE,no,211577,Mrgprf,0.9906,1,1,7,0,yes
Mouse,Q7TPD3,1 - high confidence,Roundabout homolog 2,ROBO2_MOUSE,no,268902,Robo2,0.9902,6,1,1,0,yes
Mouse,P23819,1 - high confidence,Glutamate receptor 2,GRIA2_MOUSE,no,14800,Gria2,0.9901,6,1,3,0,yes
Mouse,P27040,1 - high confidence,Activin receptor type-2B,AVR2B_MOUSE,no,11481,Acvr2b,0.99,2,1,1,0,yes
Mouse,Q60519,1 - high confidence,Semaphorin-5B,SEM5B_MOUSE,no,20357,Sema5b,0.9898,13,1,1,0,yes
Mouse,Q8BGT0,1 - high confidence,Osteopetrosis-associated transmembrane protein 1,OSTM1_MOUSE,no,14628,Ostm1,0.9897,10,1,1,0,yes
Mouse,Q99NH8,1 - high confidence,Triggering receptor expressed on myeloid cells 2,TREM2_MOUSE,no,83433,Trem2,0.9893,2,1,1,0,yes
Mouse,Q9D780,1 - high confidence,SLAM family member 9,SLAF9_MOUSE,no,98365,Slamf9,0.9893,1,1,1,0,yes
Mouse,Q3TYX2,1 - high confidence,LRRN4 C-terminal-like protein,LRN4L_MOUSE,no,68852,Lrrn4cl,0.9889,7,1,1,0,yes
Mouse,Q8CG64,1 - high confidence,Fukutin-related protein,FKRP_MOUSE,no,243853,Fkrp,0.9887,7,1,1,0,yes
Mouse,O89026,1 - high confidence,Roundabout homolog 1,ROBO1_MOUSE,no,19876,Robo1,0.9885,6,1,1,0,yes
Mouse,Q9D4J3,1 - high confidence,"Discoidin, CUB and LCCL domain-containing protein 1",DCBD1_MOUSE,no,66686,Dcbld1,0.9883,4,1,1,0,yes
Mouse,Q9JIF3,1 - high confidence,"Solute carrier family 2, facilitated glucose transporter member 8",GTR8_MOUSE,no,56017,Slc2a8,0.9882,10,1,12,0,yes
Mouse,Q52KR2,1 - high confidence,Leucine-rich repeats and immunoglobulin-like domains protein 2,LRIG2_MOUSE,no,269473,Lrig2,0.9881,8,1,1,0,yes
Mouse,Q6PHS9,1 - high confidence,Voltage-dependent calcium channel subunit alpha-2/delta-2,CA2D2_MOUSE,no,56808,Cacna2d2,0.9871,8,1,1,0,yes
Mouse,Q75VT8,1 - high confidence,Protein HIDE1,HIDE1_MOUSE,no,382062,Hide1,0.9854,2,1,1,0,yes
Mouse,Q9JKA5,1 - high confidence,Cell surface A33 antigen,GPA33_MOUSE,no,59290,Gpa33,0.9823,3,1,1,0,yes
Mouse,Q9D659,1 - high confidence,Platelet receptor Gi24,GI24_MOUSE,no,74048,0,0.9812,21,1,1,0,yes
Mouse,Q62035,1 - high confidence,Platelet-activating factor receptor,PTAFR_MOUSE,no,19204,Ptafr,0.9774,1,1,7,0,yes
Mouse,Q78IQ7,1 - high confidence,Zinc transporter ZIP4,S39A4_MOUSE,no,72027,Slc39a4,0.9752,1,1,6,0,yes
Mouse,Q8CB67,1 - high confidence,Low-density lipoprotein receptor-related protein 11,LRP11_MOUSE,no,237253,Lrp11,0.9743,1,1,1,0,yes
Mouse,Q8BFU7,1 - high confidence,Putative P2Y purinoceptor 10,P2Y10_MOUSE,no,78826,P2ry10,0.9725,13,1,7,0,yes
Mouse,Q6PDJ1,1 - high confidence,VWFA and cache domain-containing protein 1,CAHD1_MOUSE,no,320508,Cachd1,0.9713,3,1,1,0,yes
Mouse,Q61614,1 - high confidence,Endothelin-1 receptor,EDNRA_MOUSE,no,13617,Ednra,0.9683,3,1,7,0,yes
Mouse,P35917,1 - high confidence,Vascular endothelial growth factor receptor 3,VGFR3_MOUSE,no,14257,Flt4,0.9677,5,1,1,0,yes
Mouse,Q9ET39,1 - high confidence,SLAM family member 6,SLAF6_MOUSE,no,30925,Slamf6,0.9584,2,1,1,0,yes
Mouse,P70180,1 - high confidence,Atrial natriuretic peptide receptor 3,ANPRC_MOUSE,no,18162,Npr3,0.9569,1,1,1,0,yes
Mouse,Q8BMK4,1 - high confidence,Cytoskeleton-associated protein 4,CKAP4_MOUSE,no,216197,Ckap4,0.9507,3,1,1,0,yes
Mouse,Q80TG9,1 - high confidence,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,LRFN2_MOUSE,no,70530,Lrfn2,0.9383,1,1,1,0,yes
Mouse,Q504P2,1 - high confidence,C-type lectin domain family 12 member A,CL12A_MOUSE,no,232413,Clec12a,0.9379,1,1,1,0,yes
Mouse,Q8K5B1,1 - high confidence,Interleukin-31 receptor subunit alpha,IL31R_MOUSE,no,218624,Il31ra,0.9134,4,1,1,0,yes
Mouse,P39087,1 - high confidence,"Glutamate receptor, ionotropic kainate 2",GRIK2_MOUSE,no,14806,Grik2,0.9008,13,1,3,0,yes
Mouse,Q9D6W7,1 - high confidence,CD164 sialomucin-like 2 protein,C16L2_MOUSE,no,69655,Cd164l2,0.8915,1,1,1,0,yes
Mouse,Q925F2,1 - high confidence,Endothelial cell-selective adhesion molecule,ESAM_MOUSE,no,69524,Esam,0.8735,1,1,1,0,yes
Mouse,O08852,1 - high confidence,Polycystin-1,PKD1_MOUSE,no,18763,Pkd1,0.8349,1,1,11,0,yes
Mouse,P24638,1 - high confidence,Lysosomal acid phosphatase,PPAL_MOUSE,no,11432,Acp2,1,15,1,1,0,yes
Mouse,P24668,1 - high confidence,Cation-dependent mannose-6-phosphate receptor,MPRD_MOUSE,no,17113,M6pr,1,31,1,1,0,yes
Mouse,P28078,1 - high confidence,"Class II histocompatibility antigen, M alpha chain",2DMA_MOUSE,no,14998,H2-DMa,1,4,1,1,0,yes
Mouse,Q3TB92,1 - high confidence,Mast cell antigen 32,MCA32_MOUSE,no,380732,Mca32,1,13,1,1,0,yes
Mouse,Q3TD49,1 - high confidence,Signal peptide peptidase-like 2B,PSL1_MOUSE,no,73218,Sppl2b,1,12,1,9,0,yes
Mouse,Q640R3,1 - high confidence,Hepatocyte cell adhesion molecule,HECAM_MOUSE,no,72927,Hepacam,1,7,1,1,0,yes
Mouse,Q69ZS6,1 - high confidence,Synaptic vesicle glycoprotein 2C,SV2C_MOUSE,no,75209,Sv2c,1,1,1,12,0,yes
Mouse,Q6GU68,1 - high confidence,Immunoglobulin superfamily containing leucine-rich repeat protein,ISLR_MOUSE,no,26968,Islr,1,2,1,1,0,yes
Mouse,Q6NXM3,1 - high confidence,Transmembrane protein 130,TM130_MOUSE,no,243339,Tmem130,1,1,1,1,0,yes
Mouse,Q7TQA1,1 - high confidence,Immunoglobulin superfamily member 1,IGSF1_MOUSE,no,209268,Igsf1,1,5,1,3,0,yes
Mouse,Q8BJ48,1 - high confidence,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,NAGPA_MOUSE,no,27426,Nagpa,1,3,1,1,0,yes
Mouse,Q8BXZ1,1 - high confidence,Protein disulfide-isomerase TMX3,TMX3_MOUSE,no,67988,Tmx3,1,6,1,1,0,yes
Mouse,Q8K4Z2,1 - high confidence,Fibronectin type III domain-containing protein 5,FNDC5_MOUSE,no,384061,Fndc5,1,3,1,1,0,yes
Mouse,Q8R1V4,1 - high confidence,Transmembrane emp24 domain-containing protein 4,TMED4_MOUSE,no,103694,Tmed4,1,16,1,2,0,yes
Mouse,Q91YQ5,1 - high confidence,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1_MOUSE,no,103963,Rpn1,1,22,1,1,0,yes
Mouse,Q922P8,1 - high confidence,Transmembrane protein 132A,T132A_MOUSE,no,98170,Tmem132a,1,8,1,1,0,yes
Mouse,Q99KF1,1 - high confidence,Transmembrane emp24 domain-containing protein 9,TMED9_MOUSE,no,67511,Tmed9,1,20,1,1,0,yes
Mouse,Q99P91,1 - high confidence,Transmembrane glycoprotein NMB,GPNMB_MOUSE,no,93695,Gpnmb,1,8,1,1,0,yes
Mouse,Q9CPW5,1 - high confidence,Translocon-associated protein subunit beta,SSRB_MOUSE,no,66256,Ssr2,1,18,1,1,0,yes
Mouse,Q9CR23,1 - high confidence,Transmembrane protein 9,TMEM9_MOUSE,no,66241,Tmem9,1,10,1,1,0,yes
Mouse,Q9CXI3,1 - high confidence,DBH-like monooxygenase protein 1,MOXD1_MOUSE,no,59012,Moxd1,1,2,1,1,0,yes
Mouse,Q9CY50,1 - high confidence,Translocon-associated protein subunit alpha,SSRA_MOUSE,no,107513,Ssr1,1,6,1,1,0,yes
Mouse,Q9DBG6,1 - high confidence,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2_MOUSE,no,20014,Rpn2,1,15,1,3,0,yes
Mouse,Q9DBH5,1 - high confidence,Vesicular integral-membrane protein VIP36,LMAN2_MOUSE,no,66890,Lman2,1,20,1,1,0,yes
Mouse,Q9JHJ3,1 - high confidence,Lysosomal protein NCU-G1,NCUG1_MOUSE,no,56700,0,1,23,1,1,0,yes
Mouse,Q9JIS5,1 - high confidence,Synaptic vesicle glycoprotein 2A,SV2A_MOUSE,no,64051,Sv2a,1,11,1,12,0,yes
Mouse,Q9QY81,1 - high confidence,Nuclear pore membrane glycoprotein 210,PO210_MOUSE,no,54563,Nup210,1,10,1,1,0,yes
Mouse,Q9R1Q9,1 - high confidence,V-type proton ATPase subunit S1,VAS1_MOUSE,no,54411,Atp6ap1,1,18,1,1,0,yes
Mouse,Q9WTZ2,1 - high confidence,Membrane-bound transcription factor site-1 protease,MBTP1_MOUSE,no,56453,Mbtps1,1,5,1,1,0,yes
Mouse,Q9EQG7,1 - high confidence,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,ENPP5_MOUSE,no,83965,Enpp5,0.9999,2,1,1,0,yes
Mouse,Q9Z2G6,1 - high confidence,Protein sel-1 homolog 1,SE1L1_MOUSE,no,20338,Sel1l,0.9999,19,1,1,0,yes
Mouse,P59481,1 - high confidence,VIP36-like protein,LMA2L_MOUSE,no,214895,Lman2l,0.9994,10,1,1,0,yes
Mouse,Q8BXQ2,1 - high confidence,GPI transamidase component PIG-T,PIGT_MOUSE,no,78928,Pigt,0.9966,13,1,1,0,yes
Mouse,Q9DBU0,1 - high confidence,Transmembrane 9 superfamily member 1,TM9S1_MOUSE,no,74140,Tm9sf1,0.9966,10,1,9,0,yes
Mouse,O54965,1 - high confidence,RING finger protein 13,RNF13_MOUSE,no,24017,Rnf13,0.996,7,1,1,0,yes
Mouse,O35604,1 - high confidence,Niemann-Pick C1 protein,NPC1_MOUSE,no,18145,Npc1,0.9953,20,1,13,0,yes
Mouse,Q3TXX4,1 - high confidence,Vesicular glutamate transporter 1,VGLU1_MOUSE,no,72961,Slc17a7,0.9949,1,1,8,0,yes
Mouse,Q8BG39,1 - high confidence,Synaptic vesicle glycoprotein 2B,SV2B_MOUSE,no,64176,Sv2b,0.9938,2,1,12,0,yes
Mouse,O08912,1 - high confidence,Polypeptide N-acetylgalactosaminyltransferase 1,GALT1_MOUSE,no,14423,Galnt1,0.9925,2,1,1,0,yes
Mouse,Q8VCM8,1 - high confidence,Nicalin,NCLN_MOUSE,no,103425,Ncln,0.9872,5,1,2,0,yes
Mouse,Q99KW9,1 - high confidence,T-cell immunomodulatory protein,TIP_MOUSE,no,71927,Itfg1,0.9852,17,1,1,0,yes
Mouse,Q9JL18,1 - high confidence,Beta-secretase 2,BACE2_MOUSE,no,56175,Bace2,0.98,1,1,1,0,yes
Mouse,Q62277,1 - high confidence,Synaptophysin,SYPH_MOUSE,no,20977,Syp,0.9755,4,1,3,0,yes
Mouse,Q8BGN8,1 - high confidence,Synaptoporin,SYNPR_MOUSE,no,72003,Synpr,0.9532,1,1,3,0,yes
Mouse,P14142,1 - high confidence,"Solute carrier family 2, facilitated glucose transporter member 4",GTR4_MOUSE,no,20528,Slc2a4,0.9117,9,1,12,0,yes
Mouse,O08602,1 - high confidence,Retinoic acid early-inducible protein 1-alpha,RAE1A_MOUSE,no,19368,Raet1a,1,18,1,1,1,yes
Mouse,O08604,1 - high confidence,Retinoic acid early-inducible protein 1-gamma,RAE1C_MOUSE,no,19370,Raet1c,1,1,1,1,1,yes
Mouse,O35136,1 - high confidence,Neural cell adhesion molecule 2,NCAM2_MOUSE,no,17968,Ncam2,1,5,1,1,1,yes
Mouse,P12960,1 - high confidence,Contactin-1,CNTN1_MOUSE,no,12805,Cntn1,1,7,1,1,1,yes
Mouse,P97785,1 - high confidence,GDNF family receptor alpha-1,GFRA1_MOUSE,no,14585,Gfra1,1,10,1,1,1,yes
Mouse,Q07409,1 - high confidence,Contactin-3,CNTN3_MOUSE,no,18488,Cntn3,1,3,1,1,1,yes
Mouse,Q7TSP5,1 - high confidence,V-set domain containing T-cell activation inhibitor 1,VTCN1_MOUSE,no,242122,Vtcn1,1,2,1,2,1,yes
Mouse,Q80V42,1 - high confidence,Carboxypeptidase M,CBPM_MOUSE,no,70574,Cpm,1,19,1,1,1,yes
Mouse,Q80Z24,1 - high confidence,Neuronal growth regulator 1,NEGR1_MOUSE,no,320840,Negr1,1,5,1,1,1,yes
Mouse,Q8CFZ4,1 - high confidence,Glypican-3 [Cleaved into: Secreted glypican-3],GPC3_MOUSE,no,14734,Gpc3,1,8,1,1,1,yes
Mouse,Q99PI8,1 - high confidence,Reticulon-4 receptor,RTN4R_MOUSE,no,65079,Rtn4r,1,1,1,1,1,yes
Mouse,Q9CZQ6,1 - high confidence,Retinoic acid early-inducible protein 1-epsilon,RAE1E_MOUSE,no,379043,Raet1e,1,2,1,1,1,yes
Mouse,Q9QZF2,1 - high confidence,Glypican-1 [Cleaved into: Secreted glypican-1],GPC1_MOUSE,no,14733,Gpc1,1,18,1,1,1,yes
Mouse,Q9Z0J1,1 - high confidence,Reversion-inducing cysteine-rich protein with Kazal motifs,RECK_MOUSE,no,53614,Reck,1,1,1,1,1,yes
Mouse,Q9Z0K8,1 - high confidence,Pantetheinase,VNN1_MOUSE,no,22361,Vnn1,1,4,1,1,1,yes
Mouse,P60755,1 - high confidence,MAM domain-containing glycosylphosphatidylinositol anchor protein 2,MDGA2_MOUSE,no,320772,Mdga2,0.9973,4,1,1,1,yes
Mouse,O08545,1 - high confidence,Ephrin-A3,EFNA3_MOUSE,no,13638,Efna3,0.9972,3,1,1,1,yes
Mouse,O08603,1 - high confidence,Retinoic acid early-inducible protein 1-beta,RAE1B_MOUSE,no,19369,Raet1b,0.9966,10,1,1,1,yes
Mouse,Q9WTR5,1 - high confidence,Cadherin-13,CAD13_MOUSE,no,12554,Cdh13,0.9966,11,1,1,1,yes
Mouse,Q61468,1 - high confidence,Mesothelin,MSLN_MOUSE,no,56047,Msln,0.9949,1,1,1,1,yes
Mouse,O35975,1 - high confidence,T-cell ecto-ADP-ribosyltransferase 2,NAR2B_MOUSE,no,11872,Art2b,0.9925,1,1,1,1,yes
Mouse,Q62086,3 - unspecific,Serum paraoxonase/arylesterase 2,PON2_MOUSE,no,330260,Pon2,1,1,0,0,0,#N/A
Mouse,P17439,3 - unspecific,Glucosylceramidase,GLCM_MOUSE,no,14466,Gba,1,23,0,0,0,#N/A
Mouse,Q8CFG0,3 - unspecific,Extracellular sulfatase Sulf-2,SULF2_MOUSE,no,72043,Sulf2,1,8,0,0,0,#N/A
Mouse,Q8K007,3 - unspecific,Extracellular sulfatase Sulf-1,SULF1_MOUSE,no,240725,Sulf1,1,1,0,0,0,#N/A
Mouse,Q8R180,3 - unspecific,ERO1-like protein alpha,ERO1A_MOUSE,no,50527,Ero1l,1,9,0,0,0,#N/A
Mouse,Q8R2E9,3 - unspecific,ERO1-like protein beta,ERO1B_MOUSE,no,67475,Ero1lb,1,5,0,0,0,#N/A
Mouse,Q9JLB4,3 - unspecific,Cubilin,CUBN_MOUSE,no,65969,Cubn,1,7,0,0,0,#N/A
Mouse,Q9R0B9,3 - unspecific,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",PLOD2_MOUSE,no,26432,Plod2,1,13,0,0,0,#N/A
Mouse,Q9R0E2,3 - unspecific,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",PLOD1_MOUSE,no,18822,Plod1,1,11,0,0,0,#N/A
Mouse,Q9R0E1,3 - unspecific,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3_MOUSE,no,26433,Plod3,0.9974,16,0,0,0,#N/A
Mouse,P55302,3 - unspecific,Alpha-2-macroglobulin receptor-associated protein,AMRP_MOUSE,no,16976,Lrpap1,0.9966,3,0,0,0,#N/A
Mouse,Q05769,3 - unspecific,Prostaglandin G/H synthase 2,PGH2_MOUSE,no,19225,Ptgs2,0.9928,3,0,0,0,#N/A
Mouse,P08113,3 - unspecific,Endoplasmin,ENPL_MOUSE,no,22027,Hsp90b1,1,23,0,0,0,#N/A
Mouse,P16675,3 - unspecific,Lysosomal protective protein,PPGB_MOUSE,no,19025,Ctsa,1,3,0,0,0,#N/A
Mouse,P21661,3 - unspecific,Neuroendocrine convertase 2,NEC2_MOUSE,no,18549,Pcsk2,1,8,0,0,0,#N/A
Mouse,P24369,3 - unspecific,Peptidyl-prolyl cis-trans isomerase B,PPIB_MOUSE,no,19035,Ppib,1,9,0,0,0,#N/A
Mouse,P35441,3 - unspecific,Thrombospondin-1,TSP1_MOUSE,no,21825,Thbs1,1,18,0,0,0,#N/A
Mouse,P97821,3 - unspecific,Dipeptidyl peptidase 1,CATC_MOUSE,no,13032,Ctsc,1,2,0,0,0,#N/A
Mouse,Q61576,3 - unspecific,Peptidyl-prolyl cis-trans isomerase FKBP10,FKB10_MOUSE,no,14230,Fkbp10,1,7,0,0,0,#N/A
Mouse,Q8BFR4,3 - unspecific,N-acetylglucosamine-6-sulfatase,GNS_MOUSE,no,75612,Gns,1,3,0,0,0,#N/A
Mouse,Q8BH97,3 - unspecific,Reticulocalbin-3,RCN3_MOUSE,no,52377,Rcn3,1,3,0,0,0,#N/A
Mouse,Q920P3,3 - unspecific,Deleted in bladder cancer protein 1 homolog,DBC1_MOUSE,no,56710,Dbc1,1,2,0,0,0,#N/A
Mouse,Q9CQF9,3 - unspecific,Prenylcysteine oxidase,PCYOX_MOUSE,no,66881,Pcyox1,1,16,0,0,0,#N/A
Mouse,Q9D7J6,3 - unspecific,Deoxyribonuclease-1-like 1,DNSL1_MOUSE,no,69537,Dnase1l1,1,6,0,0,0,#N/A
Mouse,Q9ER41,3 - unspecific,Torsin-1B,TOR1B_MOUSE,no,30934,Tor1b,1,5,0,0,0,#N/A
Mouse,Q9JHP7,3 - unspecific,KDEL motif-containing protein 1,KDEL1_MOUSE,no,72050,Kdelc1,1,7,0,0,0,#N/A
Mouse,Q9JKR6,3 - unspecific,Hypoxia up-regulated protein 1,HYOU1_MOUSE,no,12282,Hyou1,1,25,0,0,0,#N/A
Mouse,Q9QWR8,3 - unspecific,Alpha-N-acetylgalactosaminidase,NAGAB_MOUSE,no,17939,Naga,1,2,0,0,0,#N/A
Mouse,Q9Z247,3 - unspecific,Peptidyl-prolyl cis-trans isomerase FKBP9,FKBP9_MOUSE,no,27055,Fkbp9,1,4,0,0,0,#N/A
Mouse,O89023,3 - unspecific,Tripeptidyl-peptidase 1,TPP1_MOUSE,no,12751,Tpp1,0.9979,5,0,0,0,#N/A
Mouse,Q9ER38,3 - unspecific,Torsin-3A,TOR3A_MOUSE,no,30935,Tor3a,0.9979,6,0,0,0,#N/A
Mouse,Q9EPL4,3 - unspecific,Methyltransferase-like protein 9,METL9_MOUSE,no,59052,Mettl9,0.9972,4,0,0,0,#N/A
Mouse,Q9R013,3 - unspecific,Cathepsin F,CATF_MOUSE,no,56464,Ctsf,0.9972,5,0,0,0,#N/A
Mouse,Q3UMW8,3 - unspecific,Ceroid-lipofuscinosis neuronal protein 5 homolog,CLN5_MOUSE,no,211286,Cln5,0.9971,2,0,0,0,#N/A
Mouse,P06797,3 - unspecific,Cathepsin L1,CATL1_MOUSE,no,13039,Ctsl1,0.9966,9,0,0,0,#N/A
Mouse,P15089,3 - unspecific,Mast cell carboxypeptidase A,CBPA3_MOUSE,no,12873,Cpa3,0.9966,1,0,0,0,#N/A
Mouse,P29416,3 - unspecific,Beta-hexosaminidase subunit alpha,HEXA_MOUSE,no,15211,Hexa,0.9966,10,0,0,0,#N/A
Mouse,Q60715,3 - unspecific,Prolyl 4-hydroxylase subunit alpha-1,P4HA1_MOUSE,no,18451,P4ha1,0.9966,14,0,0,0,#N/A
Mouse,Q8K297,3 - unspecific,Procollagen galactosyltransferase 1,GT251_MOUSE,no,234407,Glt25d1,0.9966,14,0,0,0,#N/A
Mouse,Q8R0F3,3 - unspecific,Sulfatase-modifying factor 1,SUMF1_MOUSE,no,58911,Sumf1,0.9966,7,0,0,0,#N/A
Mouse,Q9WV54,3 - unspecific,Acid ceramidase,ASAH1_MOUSE,no,11886,Asah1,0.9966,22,0,0,0,#N/A
Mouse,Q8BM72,3 - unspecific,Heat shock 70 kDa protein 13,HSP13_MOUSE,no,110920,Hspa13,0.9965,1,0,0,0,#N/A
Mouse,P12265,3 - unspecific,Beta-glucuronidase,BGLR_MOUSE,no,110006,Gusb,0.9962,3,0,0,0,#N/A
Mouse,O09159,3 - unspecific,Lysosomal alpha-mannosidase,MA2B1_MOUSE,no,17159,Man2b1,0.996,7,0,0,0,#N/A
Mouse,P04214,3 - unspecific,T-cell receptor beta chain V region E1,TVB6_MOUSE,no,0,0,0.9944,2,0,0,0,#N/A
Mouse,Q2HXL6,3 - unspecific,ER degradation-enhancing alpha-mannosidase-like 3,EDEM3_MOUSE,no,66967,Edem3,0.994,3,0,0,0,#N/A
Mouse,Q8BYB9,3 - unspecific,KTEL motif-containing protein 1,KTEL1_MOUSE,no,224143,Ktelc1,0.994,5,0,0,0,#N/A
Mouse,Q8VHI3,3 - unspecific,GDP-fucose protein O-fucosyltransferase 2,OFUT2_MOUSE,no,80294,Pofut2,0.9931,2,0,0,0,#N/A
Mouse,P20060,3 - unspecific,Beta-hexosaminidase subunit beta,HEXB_MOUSE,no,15212,Hexb,0.9929,5,0,0,0,#N/A
Mouse,Q60716,3 - unspecific,Prolyl 4-hydroxylase subunit alpha-2,P4HA2_MOUSE,no,18452,P4ha2,0.9928,2,0,0,0,#N/A
Mouse,Q9EPK6,3 - unspecific,Nucleotide exchange factor SIL1,SIL1_MOUSE,no,81500,Sil1,0.9908,5,0,0,0,#N/A
Mouse,P19324,3 - unspecific,Serpin H1,SERPH_MOUSE,no,12406,Serpinh1,0.9862,10,0,0,0,#N/A
Mouse,O08795,3 - unspecific,Glucosidase 2 subunit beta,GLU2B_MOUSE,no,19089,Prkcsh,0.9435,2,0,0,0,#N/A
Mouse,O70423,3 - unspecific,Membrane primary amine oxidase,AOC3_MOUSE,no,11754,Aoc3,1,2,0,0,0,#N/A
Mouse,Q8VDX6,3 - unspecific,Transmembrane protein 5,TMEM5_MOUSE,no,216395,Tmem5,1,4,0,0,0,#N/A
Mouse,Q99JP7,3 - unspecific,Gamma-glutamyltransferase 7,GGT7_MOUSE,no,207182,Ggt7,1,9,0,0,0,#N/A
Mouse,Q9Z2A9,3 - unspecific,Gamma-glutamyltransferase 5,GGT5_MOUSE,no,23887,Ggt5,1,7,0,0,0,#N/A
Mouse,Q99J85,3 - unspecific,Neuronal pentraxin receptor,NPTXR_MOUSE,no,73340,Nptxr,0.9966,8,0,0,0,#N/A
Mouse,Q9QYK5,3 - unspecific,Heparan-sulfate 6-O-sulfotransferase 1,H6ST1_MOUSE,no,50785,Hs6st1,0.9957,1,0,0,0,#N/A
Mouse,Q6NSU3,3 - unspecific,Glycosyltransferase 8 domain-containing protein 1,GL8D1_MOUSE,no,76485,Glt8d1,0.9938,10,0,0,0,#N/A
Mouse,Q3UHH8,3 - unspecific,Glucoside xylosyltransferase 1,GXLT1_MOUSE,no,223827,Gxylt1,0.9361,3,0,0,0,#N/A
Mouse,Q6A058,3 - unspecific,Armadillo repeat-containing X-linked protein 2,ARMX2_MOUSE,no,67416,Armcx2,0.89,3,0,0,0,#N/A
Mouse,O09009,3 - unspecific,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",RFNG_MOUSE,no,19719,Rfng,1,3,0,0,0,#N/A
Mouse,O09010,3 - unspecific,"Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe",LFNG_MOUSE,no,16848,Lfng,1,3,0,0,0,#N/A
Mouse,P68372,3 - unspecific,Tubulin beta-2C chain,TBB2C_MOUSE,no,227613,Tubb2c,1,10,0,0,0,#N/A
Mouse,P99024,3 - unspecific,Tubulin beta-5 chain,TBB5_MOUSE,no,22154,Tubb5,1,17,0,0,0,#N/A
Mouse,Q09200,3 - unspecific,"Beta-1,4 N-acetylgalactosaminyltransferase 1",B4GN1_MOUSE,no,14421,B4galnt1,1,2,0,0,0,#N/A
Mouse,Q68FD5,3 - unspecific,Clathrin heavy chain 1,CLH_MOUSE,no,67300,Cltc,1,7,0,0,0,#N/A
Mouse,Q6ZQ11,3 - unspecific,Chondroitin sulfate synthase 1,CHSS1_MOUSE,no,269941,Chsy1,1,4,0,0,0,#N/A
Mouse,Q8BLF1,3 - unspecific,Neutral cholesterol ester hydrolase 1,ADCL1_MOUSE,no,320024,Nceh1,1,6,0,0,0,#N/A
Mouse,Q8VEK3,3 - unspecific,Heterogeneous nuclear ribonucleoprotein U,HNRPU_MOUSE,no,51810,Hnrnpu,1,12,0,0,0,#N/A
